,type,value,start,end,name,createdAt,instanceId,id
318,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:58:22,pop-os,32623
319,Counter,15890,,,agent.ping.count,2022-01-23T20:58:22,pop-os,32618
320,Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:58:20,pop-os,32622
321,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:58:20,agent.ping.average.failure,2022-01-23T20:58:20,pop-os,32621
322,Counter,15889,,,agent.ping.count,2022-01-23T20:58:20,pop-os,32617
323,Measurement,33,,,agent.ping.roundtriptime,2022-01-23T20:58:18,pop-os,32620
324,Counter,15888,,,agent.ping.count,2022-01-23T20:58:18,pop-os,32616
325,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:58:16,pop-os,32619
326,Counter,15887,,,agent.ping.count,2022-01-23T20:58:16,pop-os,32615
327,Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:58:14,pop-os,32614
328,Counter,15886,,,agent.ping.count,2022-01-23T20:58:14,pop-os,32609
329,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:58:12,pop-os,32613
330,Counter,15885,,,agent.ping.count,2022-01-23T20:58:12,pop-os,32608
331,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:58:10,pop-os,32612
332,Counter,15884,,,agent.ping.count,2022-01-23T20:58:10,pop-os,32607
333,Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:58:08,pop-os,32611
334,Counter,15883,,,agent.ping.count,2022-01-23T20:58:08,pop-os,32606
335,Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:58:06,pop-os,32610
336,Counter,15882,,,agent.ping.count,2022-01-23T20:58:06,pop-os,32605
337,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:58:03,pop-os,32604
338,Counter,15881,,,agent.ping.count,2022-01-23T20:58:03,pop-os,32599
339,Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:58:01,pop-os,32603
340,Counter,15880,,,agent.ping.count,2022-01-23T20:58:01,pop-os,32598
341,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:57:59,pop-os,32602
342,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:57:59,agent.ping.average.failure,2022-01-23T20:57:59,pop-os,32601
343,Counter,15879,,,agent.ping.count,2022-01-23T20:57:59,pop-os,32597
344,Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:57:57,pop-os,32600
345,Counter,15878,,,agent.ping.count,2022-01-23T20:57:57,pop-os,32596
346,Counter,15877,,,agent.ping.count,2022-01-23T20:57:55,pop-os,32595
347,Measurement,27,,,agent.ping.roundtriptime,2022-01-23T20:57:55,pop-os,32594
348,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:57:53,pop-os,32593
349,Counter,15876,,,agent.ping.count,2022-01-23T20:57:53,pop-os,32589
350,Measurement,24,,,agent.ping.roundtriptime,2022-01-23T20:57:51,pop-os,32592
351,Counter,15875,,,agent.ping.count,2022-01-23T20:57:51,pop-os,32588
352,Measurement,68,,,agent.ping.roundtriptime,2022-01-23T20:57:49,pop-os,32591
353,Counter,15874,,,agent.ping.count,2022-01-23T20:57:49,pop-os,32587
354,Measurement,42,,,agent.ping.roundtriptime,2022-01-23T20:57:47,pop-os,32590
355,Counter,15873,,,agent.ping.count,2022-01-23T20:57:47,pop-os,32586
356,Counter,15872,,,agent.ping.count,2022-01-23T20:57:45,pop-os,32585
357,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:57:45,pop-os,32584
358,Measurement,66,,,agent.ping.roundtriptime,2022-01-23T20:57:43,pop-os,32583
359,Counter,15871,,,agent.ping.count,2022-01-23T20:57:43,pop-os,32578
360,Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:57:41,pop-os,32582
361,Counter,15870,,,agent.ping.count,2022-01-23T20:57:41,pop-os,32577
362,Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:57:39,pop-os,32581
363,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:57:39,agent.ping.average.failure,2022-01-23T20:57:39,pop-os,32580
364,Counter,15869,,,agent.ping.count,2022-01-23T20:57:39,pop-os,32576
365,Measurement,34,,,agent.ping.roundtriptime,2022-01-23T20:57:37,pop-os,32579
366,Counter,15868,,,agent.ping.count,2022-01-23T20:57:37,pop-os,32575
367,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:57:35,pop-os,32574
368,Counter,15867,,,agent.ping.count,2022-01-23T20:57:35,pop-os,32569
369,Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:57:33,pop-os,32573
370,Counter,15866,,,agent.ping.count,2022-01-23T20:57:33,pop-os,32568
371,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:57:31,pop-os,32572
372,Counter,15865,,,agent.ping.count,2022-01-23T20:57:31,pop-os,32567
373,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:57:29,pop-os,32571
374,Counter,15864,,,agent.ping.count,2022-01-23T20:57:29,pop-os,32566
375,Measurement,27,,,agent.ping.roundtriptime,2022-01-23T20:57:27,pop-os,32570
376,Counter,15863,,,agent.ping.count,2022-01-23T20:57:27,pop-os,32565
377,Measurement,48,,,agent.ping.roundtriptime,2022-01-23T20:57:24,pop-os,32564
378,Counter,15862,,,agent.ping.count,2022-01-23T20:57:24,pop-os,32559
379,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:57:22,pop-os,32563
380,Counter,15861,,,agent.ping.count,2022-01-23T20:57:22,pop-os,32558
381,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:57:20,pop-os,32562
382,Counter,15860,,,agent.ping.count,2022-01-23T20:57:20,pop-os,32557
383,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:57:18,pop-os,32561
384,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:57:18,agent.ping.average.failure,2022-01-23T20:57:18,pop-os,32560
385,Counter,15859,,,agent.ping.count,2022-01-23T20:57:18,pop-os,32556
386,Counter,15858,,,agent.ping.count,2022-01-23T20:57:16,pop-os,32555
387,Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:57:16,pop-os,32554
388,Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:57:14,pop-os,32553
389,Counter,15857,,,agent.ping.count,2022-01-23T20:57:14,pop-os,32549
390,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:57:12,pop-os,32552
391,Counter,15856,,,agent.ping.count,2022-01-23T20:57:12,pop-os,32548
392,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:57:10,pop-os,32551
393,Counter,15855,,,agent.ping.count,2022-01-23T20:57:10,pop-os,32547
394,Measurement,54,,,agent.ping.roundtriptime,2022-01-23T20:57:08,pop-os,32550
395,Counter,15854,,,agent.ping.count,2022-01-23T20:57:08,pop-os,32546
396,Counter,15853,,,agent.ping.count,2022-01-23T20:57:06,pop-os,32545
397,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:57:06,pop-os,32544
398,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:57:04,pop-os,32543
399,Counter,15852,,,agent.ping.count,2022-01-23T20:57:04,pop-os,32538
400,Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:57:02,pop-os,32542
401,Counter,15851,,,agent.ping.count,2022-01-23T20:57:02,pop-os,32537
402,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:57:00,pop-os,32541
403,Counter,15850,,,agent.ping.count,2022-01-23T20:57:00,pop-os,32536
404,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:56:58,pop-os,32540
405,Measurement,1,2022-01-23T20:43:39,2022-01-23T20:56:58,agent.ping.average.failure,2022-01-23T20:56:58,pop-os,32539
406,Counter,15849,,,agent.ping.count,2022-01-23T20:56:58,pop-os,32535
407,Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:56:56,pop-os,32534
408,Counter,15848,,,agent.ping.count,2022-01-23T20:56:56,pop-os,32529
409,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:56:54,pop-os,32533
410,Counter,15847,,,agent.ping.count,2022-01-23T20:56:54,pop-os,32528
411,Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:56:52,pop-os,32532
412,Counter,15846,,,agent.ping.count,2022-01-23T20:56:52,pop-os,32527
413,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:56:50,pop-os,32531
414,Counter,15845,,,agent.ping.count,2022-01-23T20:56:50,pop-os,32526
415,Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:56:48,pop-os,32530
416,Counter,15844,,,agent.ping.count,2022-01-23T20:56:48,pop-os,32525
417,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:56:45,pop-os,32524
418,Counter,15843,,,agent.ping.count,2022-01-23T20:56:45,pop-os,32520
419,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:56:43,pop-os,32523
420,Counter,15842,,,agent.ping.count,2022-01-23T20:56:43,pop-os,32519
421,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:56:41,pop-os,32522
422,Counter,15841,,,agent.ping.count,2022-01-23T20:56:41,pop-os,32518
423,Counter,15840,,,agent.ping.count,2022-01-23T20:56:39,pop-os,32517
424,Measurement,1,2022-01-23T20:43:39,2022-01-23T20:56:37,agent.ping.average.failure,2022-01-23T20:56:37,pop-os,32521
425,Counter,15839,,,agent.ping.count,2022-01-23T20:56:37,pop-os,32516
426,Counter,15838,,,agent.ping.count,2022-01-23T20:56:35,pop-os,32515
427,Counter,15837,,,agent.ping.count,2022-01-23T20:56:33,pop-os,32510
428,Measurement,26,,,agent.ping.roundtriptime,2022-01-23T20:56:31,pop-os,32514
429,Counter,15836,,,agent.ping.count,2022-01-23T20:56:31,pop-os,32509
430,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:56:29,pop-os,32513
431,Counter,15835,,,agent.ping.count,2022-01-23T20:56:29,pop-os,32508
432,Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:56:27,pop-os,32512
433,Counter,15834,,,agent.ping.count,2022-01-23T20:56:27,pop-os,32507
434,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:56:25,pop-os,32511
435,Counter,15833,,,agent.ping.count,2022-01-23T20:56:25,pop-os,32506
436,Counter,15832,,,agent.ping.count,2022-01-23T20:56:23,pop-os,32505
437,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:56:22,pop-os,32504
438,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:56:20,pop-os,32503
439,Counter,15831,,,agent.ping.count,2022-01-23T20:56:20,pop-os,32498
440,Measurement,78,,,agent.ping.roundtriptime,2022-01-23T20:56:18,pop-os,32502
441,Counter,15830,,,agent.ping.count,2022-01-23T20:56:18,pop-os,32497
442,Measurement,22,,,agent.ping.roundtriptime,2022-01-23T20:56:16,pop-os,32501
443,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:56:16,agent.ping.average.failure,2022-01-23T20:56:16,pop-os,32500
444,Counter,15829,,,agent.ping.count,2022-01-23T20:56:16,pop-os,32496
445,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:56:14,pop-os,32499
446,Counter,15828,,,agent.ping.count,2022-01-23T20:56:14,pop-os,32495
447,Measurement,50,,,agent.ping.roundtriptime,2022-01-23T20:56:12,pop-os,32494
448,Counter,15827,,,agent.ping.count,2022-01-23T20:56:12,pop-os,32489
449,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:56:10,pop-os,32493
450,Counter,15826,,,agent.ping.count,2022-01-23T20:56:10,pop-os,32488
451,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:56:08,pop-os,32492
452,Counter,15825,,,agent.ping.count,2022-01-23T20:56:08,pop-os,32487
453,Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:56:06,pop-os,32491
454,Counter,15824,,,agent.ping.count,2022-01-23T20:56:06,pop-os,32486
455,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:56:04,pop-os,32490
456,Counter,15823,,,agent.ping.count,2022-01-23T20:56:04,pop-os,32485
457,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:56:02,pop-os,32484
458,Counter,15822,,,agent.ping.count,2022-01-23T20:56:02,pop-os,32479
459,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:56:00,pop-os,32483
460,Counter,15821,,,agent.ping.count,2022-01-23T20:56:00,pop-os,32478
461,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:55:58,pop-os,32482
462,Counter,15820,,,agent.ping.count,2022-01-23T20:55:58,pop-os,32477
463,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:55:56,pop-os,32481
464,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:55:56,agent.ping.average.failure,2022-01-23T20:55:56,pop-os,32480
465,Counter,15819,,,agent.ping.count,2022-01-23T20:55:56,pop-os,32476
466,Counter,15818,,,agent.ping.count,2022-01-23T20:55:54,pop-os,32475
467,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:55:54,pop-os,32474
468,Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:55:52,pop-os,32473
469,Counter,15817,,,agent.ping.count,2022-01-23T20:55:52,pop-os,32469
470,Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:55:50,pop-os,32472
471,Counter,15816,,,agent.ping.count,2022-01-23T20:55:50,pop-os,32468
472,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:55:48,pop-os,32471
473,Counter,15815,,,agent.ping.count,2022-01-23T20:55:48,pop-os,32467
474,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:55:46,pop-os,32470
475,Counter,15814,,,agent.ping.count,2022-01-23T20:55:46,pop-os,32466
476,Counter,15813,,,agent.ping.count,2022-01-23T20:55:44,pop-os,32465
477,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:55:43,pop-os,32464
478,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:55:41,pop-os,32463
479,Counter,15812,,,agent.ping.count,2022-01-23T20:55:41,pop-os,32458
480,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:55:39,pop-os,32462
481,Counter,15811,,,agent.ping.count,2022-01-23T20:55:39,pop-os,32457
482,Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:55:37,pop-os,32461
483,Counter,15810,,,agent.ping.count,2022-01-23T20:55:37,pop-os,32456
484,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:55:35,pop-os,32460
485,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:55:35,agent.ping.average.failure,2022-01-23T20:55:35,pop-os,32459
486,Counter,15809,,,agent.ping.count,2022-01-23T20:55:35,pop-os,32455
487,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:55:33,pop-os,32454
488,Counter,15808,,,agent.ping.count,2022-01-23T20:55:33,pop-os,32449
489,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:55:31,pop-os,32453
490,Counter,15807,,,agent.ping.count,2022-01-23T20:55:31,pop-os,32448
491,Measurement,23,,,agent.ping.roundtriptime,2022-01-23T20:55:29,pop-os,32452
492,Counter,15806,,,agent.ping.count,2022-01-23T20:55:29,pop-os,32447
493,Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:55:27,pop-os,32451
494,Counter,15805,,,agent.ping.count,2022-01-23T20:55:27,pop-os,32446
495,Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:55:25,pop-os,32450
496,Counter,15804,,,agent.ping.count,2022-01-23T20:55:25,pop-os,32445
497,Measurement,58,,,agent.ping.roundtriptime,2022-01-23T20:55:23,pop-os,32444
498,Counter,15803,,,agent.ping.count,2022-01-23T20:55:23,pop-os,32439
499,Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:55:21,pop-os,32443
500,Counter,15802,,,agent.ping.count,2022-01-23T20:55:21,pop-os,32438
501,Measurement,25,,,agent.ping.roundtriptime,2022-01-23T20:55:19,pop-os,32442
502,Counter,15801,,,agent.ping.count,2022-01-23T20:55:19,pop-os,32437
503,Measurement,21,,,agent.ping.roundtriptime,2022-01-23T20:55:17,pop-os,32441
504,Counter,15800,,,agent.ping.count,2022-01-23T20:55:17,pop-os,32436
505,Measurement,99,,,agent.ping.roundtriptime,2022-01-23T20:55:15,pop-os,32440
506,Counter,15799,,,agent.ping.count,2022-01-23T20:55:15,pop-os,32435
507,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:55:15,agent.ping.average.failure,2022-01-23T20:55:15,pop-os,32434
508,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:55:13,pop-os,32433
509,Counter,15798,,,agent.ping.count,2022-01-23T20:55:13,pop-os,32429
510,Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:55:11,pop-os,32432
511,Counter,15797,,,agent.ping.count,2022-01-23T20:55:11,pop-os,32428
512,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:55:08,pop-os,32431
513,Counter,15796,,,agent.ping.count,2022-01-23T20:55:08,pop-os,32427
514,Measurement,25,,,agent.ping.roundtriptime,2022-01-23T20:55:06,pop-os,32430
515,Counter,15795,,,agent.ping.count,2022-01-23T20:55:06,pop-os,32426
516,Counter,15794,,,agent.ping.count,2022-01-23T20:55:04,pop-os,32425
517,Measurement,24,,,agent.ping.roundtriptime,2022-01-23T20:55:04,pop-os,32424
518,Measurement,31,,,agent.ping.roundtriptime,2022-01-23T20:55:02,pop-os,32423
519,Counter,15793,,,agent.ping.count,2022-01-23T20:55:02,pop-os,32419
520,Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:55:00,pop-os,32422
521,Counter,15792,,,agent.ping.count,2022-01-23T20:55:00,pop-os,32418
522,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:54:58,pop-os,32421
523,Counter,15791,,,agent.ping.count,2022-01-23T20:54:58,pop-os,32417
524,Measurement,22,,,agent.ping.roundtriptime,2022-01-23T20:54:56,pop-os,32420
525,Counter,15790,,,agent.ping.count,2022-01-23T20:54:56,pop-os,32416
526,Counter,15789,,,agent.ping.count,2022-01-23T20:54:54,pop-os,32415
527,Measurement,22,,,agent.ping.roundtriptime,2022-01-23T20:54:54,pop-os,32414
528,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:54:54,agent.ping.average.failure,2022-01-23T20:54:54,pop-os,32413
529,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:54:52,pop-os,32412
530,Counter,15788,,,agent.ping.count,2022-01-23T20:54:52,pop-os,32408
531,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:54:50,pop-os,32411
532,Counter,15787,,,agent.ping.count,2022-01-23T20:54:50,pop-os,32407
533,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:54:48,pop-os,32410
534,Counter,15786,,,agent.ping.count,2022-01-23T20:54:48,pop-os,32406
535,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:54:46,pop-os,32409
536,Counter,15785,,,agent.ping.count,2022-01-23T20:54:46,pop-os,32405
537,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:54:44,pop-os,32404
538,Counter,15784,,,agent.ping.count,2022-01-23T20:54:44,pop-os,32399
539,Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:54:42,pop-os,32403
540,Counter,15783,,,agent.ping.count,2022-01-23T20:54:42,pop-os,32398
541,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:54:40,pop-os,32402
542,Counter,15782,,,agent.ping.count,2022-01-23T20:54:40,pop-os,32397
543,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:54:38,pop-os,32401
544,Counter,15781,,,agent.ping.count,2022-01-23T20:54:38,pop-os,32396
545,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:54:36,pop-os,32400
546,Counter,15780,,,agent.ping.count,2022-01-23T20:54:36,pop-os,32395
547,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:54:34,pop-os,32394
548,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:54:34,agent.ping.average.failure,2022-01-23T20:54:34,pop-os,32393
549,Counter,15779,,,agent.ping.count,2022-01-23T20:54:34,pop-os,32389
550,Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:54:32,pop-os,32392
551,Counter,15778,,,agent.ping.count,2022-01-23T20:54:32,pop-os,32388
552,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:54:30,pop-os,32391
553,Counter,15777,,,agent.ping.count,2022-01-23T20:54:30,pop-os,32387
554,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:54:28,pop-os,32390
555,Counter,15776,,,agent.ping.count,2022-01-23T20:54:28,pop-os,32386
556,Counter,15775,,,agent.ping.count,2022-01-23T20:54:25,pop-os,32385
557,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:54:25,pop-os,32384
558,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:54:23,pop-os,32383
559,Counter,15774,,,agent.ping.count,2022-01-23T20:54:23,pop-os,32379
560,Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:54:21,pop-os,32382
561,Counter,15773,,,agent.ping.count,2022-01-23T20:54:21,pop-os,32378
562,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:54:19,pop-os,32381
563,Counter,15772,,,agent.ping.count,2022-01-23T20:54:19,pop-os,32377
564,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:54:17,pop-os,32380
565,Counter,15771,,,agent.ping.count,2022-01-23T20:54:17,pop-os,32376
566,Counter,15770,,,agent.ping.count,2022-01-23T20:54:15,pop-os,32375
567,Measurement,24,,,agent.ping.roundtriptime,2022-01-23T20:54:15,pop-os,32374
568,Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:54:13,pop-os,32373
569,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:54:13,agent.ping.average.failure,2022-01-23T20:54:13,pop-os,32372
570,Counter,15769,,,agent.ping.count,2022-01-23T20:54:13,pop-os,32368
571,Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:54:11,pop-os,32371
572,Counter,15768,,,agent.ping.count,2022-01-23T20:54:11,pop-os,32367
573,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:54:09,pop-os,32370
574,Counter,15767,,,agent.ping.count,2022-01-23T20:54:09,pop-os,32366
575,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:54:07,pop-os,32369
576,Counter,15766,,,agent.ping.count,2022-01-23T20:54:07,pop-os,32365
577,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:54:05,pop-os,32364
578,Counter,15765,,,agent.ping.count,2022-01-23T20:54:05,pop-os,32359
579,Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:54:03,pop-os,32363
580,Counter,15764,,,agent.ping.count,2022-01-23T20:54:03,pop-os,32358
581,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:54:01,pop-os,32362
582,Counter,15763,,,agent.ping.count,2022-01-23T20:54:01,pop-os,32357
583,Measurement,50,,,agent.ping.roundtriptime,2022-01-23T20:53:59,pop-os,32361
584,Counter,15762,,,agent.ping.count,2022-01-23T20:53:59,pop-os,32356
585,Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:53:57,pop-os,32360
586,Counter,15761,,,agent.ping.count,2022-01-23T20:53:57,pop-os,32355
587,Measurement,27,,,agent.ping.roundtriptime,2022-01-23T20:53:55,pop-os,32354
588,Counter,15760,,,agent.ping.count,2022-01-23T20:53:55,pop-os,32349
589,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:53:53,pop-os,32353
590,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:53:53,agent.ping.average.failure,2022-01-23T20:53:53,pop-os,32352
591,Counter,15759,,,agent.ping.count,2022-01-23T20:53:53,pop-os,32348
592,Measurement,56,,,agent.ping.roundtriptime,2022-01-23T20:53:51,pop-os,32351
593,Counter,15758,,,agent.ping.count,2022-01-23T20:53:51,pop-os,32347
594,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:53:49,pop-os,32350
595,Counter,15757,,,agent.ping.count,2022-01-23T20:53:49,pop-os,32346
596,Counter,15756,,,agent.ping.count,2022-01-23T20:53:47,pop-os,32345
597,Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:53:46,pop-os,32344
598,Measurement,26,,,agent.ping.roundtriptime,2022-01-23T20:53:44,pop-os,32343
599,Counter,15755,,,agent.ping.count,2022-01-23T20:53:44,pop-os,32339
600,Measurement,24,,,agent.ping.roundtriptime,2022-01-23T20:53:42,pop-os,32342
601,Counter,15754,,,agent.ping.count,2022-01-23T20:53:42,pop-os,32338
602,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:53:40,pop-os,32341
603,Counter,15753,,,agent.ping.count,2022-01-23T20:53:40,pop-os,32337
604,Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:53:38,pop-os,32340
605,Counter,15752,,,agent.ping.count,2022-01-23T20:53:38,pop-os,32336
606,Counter,15751,,,agent.ping.count,2022-01-23T20:53:36,pop-os,32335
607,Measurement,72,,,agent.ping.roundtriptime,2022-01-23T20:53:36,pop-os,32334
608,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:53:34,pop-os,32333
609,Counter,15750,,,agent.ping.count,2022-01-23T20:53:34,pop-os,32328
610,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:53:32,pop-os,32332
611,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:53:32,agent.ping.average.failure,2022-01-23T20:53:32,pop-os,32331
612,Counter,15749,,,agent.ping.count,2022-01-23T20:53:32,pop-os,32327
613,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:53:30,pop-os,32330
614,Counter,15748,,,agent.ping.count,2022-01-23T20:53:30,pop-os,32326
615,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:53:28,pop-os,32329
616,Counter,15747,,,agent.ping.count,2022-01-23T20:53:28,pop-os,32325
617,Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:53:26,pop-os,32324
618,Counter,15746,,,agent.ping.count,2022-01-23T20:53:26,pop-os,32319
619,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:53:24,pop-os,32323
620,Counter,15745,,,agent.ping.count,2022-01-23T20:53:24,pop-os,32318
621,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:53:22,pop-os,32322
622,Counter,15744,,,agent.ping.count,2022-01-23T20:53:22,pop-os,32317
623,Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:53:20,pop-os,32321
624,Counter,15743,,,agent.ping.count,2022-01-23T20:53:20,pop-os,32316
625,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:53:18,pop-os,32320
626,Counter,15742,,,agent.ping.count,2022-01-23T20:53:18,pop-os,32315
627,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:53:16,pop-os,32314
628,Counter,15741,,,agent.ping.count,2022-01-23T20:53:16,pop-os,32309
629,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:53:14,pop-os,32313
630,Counter,15740,,,agent.ping.count,2022-01-23T20:53:14,pop-os,32308
631,Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:53:12,pop-os,32312
632,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:53:12,agent.ping.average.failure,2022-01-23T20:53:12,pop-os,32311
633,Counter,15739,,,agent.ping.count,2022-01-23T20:53:12,pop-os,32307
634,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:53:10,pop-os,32310
635,Counter,15738,,,agent.ping.count,2022-01-23T20:53:10,pop-os,32306
636,Counter,15737,,,agent.ping.count,2022-01-23T20:53:08,pop-os,32305
