type,value,start,end,name,createdAt,instanceId
Counter,15870,,,agent.ping.count,2022-01-23T20:57:41,pop-os
Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:57:39,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:57:39,agent.ping.average.failure,2022-01-23T20:57:39,pop-os
Counter,15869,,,agent.ping.count,2022-01-23T20:57:39,pop-os
Measurement,34,,,agent.ping.roundtriptime,2022-01-23T20:57:37,pop-os
Counter,15868,,,agent.ping.count,2022-01-23T20:57:37,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:57:35,pop-os
Counter,15867,,,agent.ping.count,2022-01-23T20:57:35,pop-os
Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:57:33,pop-os
Counter,15866,,,agent.ping.count,2022-01-23T20:57:33,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:57:31,pop-os
Counter,15865,,,agent.ping.count,2022-01-23T20:57:31,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:57:29,pop-os
Counter,15864,,,agent.ping.count,2022-01-23T20:57:29,pop-os
Measurement,27,,,agent.ping.roundtriptime,2022-01-23T20:57:27,pop-os
Counter,15863,,,agent.ping.count,2022-01-23T20:57:27,pop-os
Measurement,48,,,agent.ping.roundtriptime,2022-01-23T20:57:24,pop-os
Counter,15862,,,agent.ping.count,2022-01-23T20:57:24,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:57:22,pop-os
Counter,15861,,,agent.ping.count,2022-01-23T20:57:22,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:57:20,pop-os
Counter,15860,,,agent.ping.count,2022-01-23T20:57:20,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:57:18,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:57:18,agent.ping.average.failure,2022-01-23T20:57:18,pop-os
Counter,15859,,,agent.ping.count,2022-01-23T20:57:18,pop-os
Counter,15858,,,agent.ping.count,2022-01-23T20:57:16,pop-os
Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:57:16,pop-os
Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:57:14,pop-os
Counter,15857,,,agent.ping.count,2022-01-23T20:57:14,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:57:12,pop-os
Counter,15856,,,agent.ping.count,2022-01-23T20:57:12,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:57:10,pop-os
Counter,15855,,,agent.ping.count,2022-01-23T20:57:10,pop-os
Measurement,54,,,agent.ping.roundtriptime,2022-01-23T20:57:08,pop-os
Counter,15854,,,agent.ping.count,2022-01-23T20:57:08,pop-os
Counter,15853,,,agent.ping.count,2022-01-23T20:57:06,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:57:06,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:57:04,pop-os
Counter,15852,,,agent.ping.count,2022-01-23T20:57:04,pop-os
Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:57:02,pop-os
Counter,15851,,,agent.ping.count,2022-01-23T20:57:02,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:57:00,pop-os
Counter,15850,,,agent.ping.count,2022-01-23T20:57:00,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:56:58,pop-os
Measurement,1,2022-01-23T20:43:39,2022-01-23T20:56:58,agent.ping.average.failure,2022-01-23T20:56:58,pop-os
Counter,15849,,,agent.ping.count,2022-01-23T20:56:58,pop-os
Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:56:56,pop-os
Counter,15848,,,agent.ping.count,2022-01-23T20:56:56,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:56:54,pop-os
Counter,15847,,,agent.ping.count,2022-01-23T20:56:54,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:56:52,pop-os
Counter,15846,,,agent.ping.count,2022-01-23T20:56:52,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:56:50,pop-os
Counter,15845,,,agent.ping.count,2022-01-23T20:56:50,pop-os
Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:56:48,pop-os
Counter,15844,,,agent.ping.count,2022-01-23T20:56:48,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:56:45,pop-os
Counter,15843,,,agent.ping.count,2022-01-23T20:56:45,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:56:43,pop-os
Counter,15842,,,agent.ping.count,2022-01-23T20:56:43,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:56:41,pop-os
Counter,15841,,,agent.ping.count,2022-01-23T20:56:41,pop-os
Counter,15840,,,agent.ping.count,2022-01-23T20:56:39,pop-os
Measurement,1,2022-01-23T20:43:39,2022-01-23T20:56:37,agent.ping.average.failure,2022-01-23T20:56:37,pop-os
Counter,15839,,,agent.ping.count,2022-01-23T20:56:37,pop-os
Counter,15838,,,agent.ping.count,2022-01-23T20:56:35,pop-os
Counter,15837,,,agent.ping.count,2022-01-23T20:56:33,pop-os
Measurement,26,,,agent.ping.roundtriptime,2022-01-23T20:56:31,pop-os
Counter,15836,,,agent.ping.count,2022-01-23T20:56:31,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:56:29,pop-os
Counter,15835,,,agent.ping.count,2022-01-23T20:56:29,pop-os
Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:56:27,pop-os
Counter,15834,,,agent.ping.count,2022-01-23T20:56:27,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:56:25,pop-os
Counter,15833,,,agent.ping.count,2022-01-23T20:56:25,pop-os
Counter,15832,,,agent.ping.count,2022-01-23T20:56:23,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:56:22,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:56:20,pop-os
Counter,15831,,,agent.ping.count,2022-01-23T20:56:20,pop-os
Measurement,78,,,agent.ping.roundtriptime,2022-01-23T20:56:18,pop-os
Counter,15830,,,agent.ping.count,2022-01-23T20:56:18,pop-os
Measurement,22,,,agent.ping.roundtriptime,2022-01-23T20:56:16,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:56:16,agent.ping.average.failure,2022-01-23T20:56:16,pop-os
Counter,15829,,,agent.ping.count,2022-01-23T20:56:16,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:56:14,pop-os
Counter,15828,,,agent.ping.count,2022-01-23T20:56:14,pop-os
Measurement,50,,,agent.ping.roundtriptime,2022-01-23T20:56:12,pop-os
Counter,15827,,,agent.ping.count,2022-01-23T20:56:12,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:56:10,pop-os
Counter,15826,,,agent.ping.count,2022-01-23T20:56:10,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:56:08,pop-os
Counter,15825,,,agent.ping.count,2022-01-23T20:56:08,pop-os
Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:56:06,pop-os
Counter,15824,,,agent.ping.count,2022-01-23T20:56:06,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:56:04,pop-os
Counter,15823,,,agent.ping.count,2022-01-23T20:56:04,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:56:02,pop-os
Counter,15822,,,agent.ping.count,2022-01-23T20:56:02,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:56:00,pop-os
Counter,15821,,,agent.ping.count,2022-01-23T20:56:00,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:55:58,pop-os
Counter,15820,,,agent.ping.count,2022-01-23T20:55:58,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:55:56,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:55:56,agent.ping.average.failure,2022-01-23T20:55:56,pop-os
Counter,15819,,,agent.ping.count,2022-01-23T20:55:56,pop-os
Counter,15818,,,agent.ping.count,2022-01-23T20:55:54,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:55:54,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:55:52,pop-os
Counter,15817,,,agent.ping.count,2022-01-23T20:55:52,pop-os
Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:55:50,pop-os
Counter,15816,,,agent.ping.count,2022-01-23T20:55:50,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:55:48,pop-os
Counter,15815,,,agent.ping.count,2022-01-23T20:55:48,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:55:46,pop-os
Counter,15814,,,agent.ping.count,2022-01-23T20:55:46,pop-os
Counter,15813,,,agent.ping.count,2022-01-23T20:55:44,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:55:43,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:55:41,pop-os
Counter,15812,,,agent.ping.count,2022-01-23T20:55:41,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:55:39,pop-os
Counter,15811,,,agent.ping.count,2022-01-23T20:55:39,pop-os
Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:55:37,pop-os
Counter,15810,,,agent.ping.count,2022-01-23T20:55:37,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:55:35,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:55:35,agent.ping.average.failure,2022-01-23T20:55:35,pop-os
Counter,15809,,,agent.ping.count,2022-01-23T20:55:35,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:55:33,pop-os
Counter,15808,,,agent.ping.count,2022-01-23T20:55:33,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:55:31,pop-os
Counter,15807,,,agent.ping.count,2022-01-23T20:55:31,pop-os
Measurement,23,,,agent.ping.roundtriptime,2022-01-23T20:55:29,pop-os
Counter,15806,,,agent.ping.count,2022-01-23T20:55:29,pop-os
Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:55:27,pop-os
Counter,15805,,,agent.ping.count,2022-01-23T20:55:27,pop-os
Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:55:25,pop-os
Counter,15804,,,agent.ping.count,2022-01-23T20:55:25,pop-os
Measurement,58,,,agent.ping.roundtriptime,2022-01-23T20:55:23,pop-os
Counter,15803,,,agent.ping.count,2022-01-23T20:55:23,pop-os
Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:55:21,pop-os
Counter,15802,,,agent.ping.count,2022-01-23T20:55:21,pop-os
Measurement,25,,,agent.ping.roundtriptime,2022-01-23T20:55:19,pop-os
Counter,15801,,,agent.ping.count,2022-01-23T20:55:19,pop-os
Measurement,21,,,agent.ping.roundtriptime,2022-01-23T20:55:17,pop-os
Counter,15800,,,agent.ping.count,2022-01-23T20:55:17,pop-os
Measurement,99,,,agent.ping.roundtriptime,2022-01-23T20:55:15,pop-os
Counter,15799,,,agent.ping.count,2022-01-23T20:55:15,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:55:15,agent.ping.average.failure,2022-01-23T20:55:15,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:55:13,pop-os
Counter,15798,,,agent.ping.count,2022-01-23T20:55:13,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:55:11,pop-os
Counter,15797,,,agent.ping.count,2022-01-23T20:55:11,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:55:08,pop-os
Counter,15796,,,agent.ping.count,2022-01-23T20:55:08,pop-os
Measurement,25,,,agent.ping.roundtriptime,2022-01-23T20:55:06,pop-os
Counter,15795,,,agent.ping.count,2022-01-23T20:55:06,pop-os
Counter,15794,,,agent.ping.count,2022-01-23T20:55:04,pop-os
Measurement,24,,,agent.ping.roundtriptime,2022-01-23T20:55:04,pop-os
Measurement,31,,,agent.ping.roundtriptime,2022-01-23T20:55:02,pop-os
Counter,15793,,,agent.ping.count,2022-01-23T20:55:02,pop-os
Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:55:00,pop-os
Counter,15792,,,agent.ping.count,2022-01-23T20:55:00,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:54:58,pop-os
Counter,15791,,,agent.ping.count,2022-01-23T20:54:58,pop-os
Measurement,22,,,agent.ping.roundtriptime,2022-01-23T20:54:56,pop-os
Counter,15790,,,agent.ping.count,2022-01-23T20:54:56,pop-os
Counter,15789,,,agent.ping.count,2022-01-23T20:54:54,pop-os
Measurement,22,,,agent.ping.roundtriptime,2022-01-23T20:54:54,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:54:54,agent.ping.average.failure,2022-01-23T20:54:54,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:54:52,pop-os
Counter,15788,,,agent.ping.count,2022-01-23T20:54:52,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:54:50,pop-os
Counter,15787,,,agent.ping.count,2022-01-23T20:54:50,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:54:48,pop-os
Counter,15786,,,agent.ping.count,2022-01-23T20:54:48,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:54:46,pop-os
Counter,15785,,,agent.ping.count,2022-01-23T20:54:46,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:54:44,pop-os
Counter,15784,,,agent.ping.count,2022-01-23T20:54:44,pop-os
Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:54:42,pop-os
Counter,15783,,,agent.ping.count,2022-01-23T20:54:42,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:54:40,pop-os
Counter,15782,,,agent.ping.count,2022-01-23T20:54:40,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:54:38,pop-os
Counter,15781,,,agent.ping.count,2022-01-23T20:54:38,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:54:36,pop-os
Counter,15780,,,agent.ping.count,2022-01-23T20:54:36,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:54:34,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:54:34,agent.ping.average.failure,2022-01-23T20:54:34,pop-os
Counter,15779,,,agent.ping.count,2022-01-23T20:54:34,pop-os
Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:54:32,pop-os
Counter,15778,,,agent.ping.count,2022-01-23T20:54:32,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:54:30,pop-os
Counter,15777,,,agent.ping.count,2022-01-23T20:54:30,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:54:28,pop-os
Counter,15776,,,agent.ping.count,2022-01-23T20:54:28,pop-os
Counter,15775,,,agent.ping.count,2022-01-23T20:54:25,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:54:25,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:54:23,pop-os
Counter,15774,,,agent.ping.count,2022-01-23T20:54:23,pop-os
Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:54:21,pop-os
Counter,15773,,,agent.ping.count,2022-01-23T20:54:21,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:54:19,pop-os
Counter,15772,,,agent.ping.count,2022-01-23T20:54:19,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:54:17,pop-os
Counter,15771,,,agent.ping.count,2022-01-23T20:54:17,pop-os
Counter,15770,,,agent.ping.count,2022-01-23T20:54:15,pop-os
Measurement,24,,,agent.ping.roundtriptime,2022-01-23T20:54:15,pop-os
Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:54:13,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:54:13,agent.ping.average.failure,2022-01-23T20:54:13,pop-os
Counter,15769,,,agent.ping.count,2022-01-23T20:54:13,pop-os
Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:54:11,pop-os
Counter,15768,,,agent.ping.count,2022-01-23T20:54:11,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:54:09,pop-os
Counter,15767,,,agent.ping.count,2022-01-23T20:54:09,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:54:07,pop-os
Counter,15766,,,agent.ping.count,2022-01-23T20:54:07,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:54:05,pop-os
Counter,15765,,,agent.ping.count,2022-01-23T20:54:05,pop-os
Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:54:03,pop-os
Counter,15764,,,agent.ping.count,2022-01-23T20:54:03,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:54:01,pop-os
Counter,15763,,,agent.ping.count,2022-01-23T20:54:01,pop-os
Measurement,50,,,agent.ping.roundtriptime,2022-01-23T20:53:59,pop-os
Counter,15762,,,agent.ping.count,2022-01-23T20:53:59,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:53:57,pop-os
Counter,15761,,,agent.ping.count,2022-01-23T20:53:57,pop-os
Measurement,27,,,agent.ping.roundtriptime,2022-01-23T20:53:55,pop-os
Counter,15760,,,agent.ping.count,2022-01-23T20:53:55,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:53:53,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:53:53,agent.ping.average.failure,2022-01-23T20:53:53,pop-os
Counter,15759,,,agent.ping.count,2022-01-23T20:53:53,pop-os
Measurement,56,,,agent.ping.roundtriptime,2022-01-23T20:53:51,pop-os
Counter,15758,,,agent.ping.count,2022-01-23T20:53:51,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:53:49,pop-os
Counter,15757,,,agent.ping.count,2022-01-23T20:53:49,pop-os
Counter,15756,,,agent.ping.count,2022-01-23T20:53:47,pop-os
Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:53:46,pop-os
Measurement,26,,,agent.ping.roundtriptime,2022-01-23T20:53:44,pop-os
Counter,15755,,,agent.ping.count,2022-01-23T20:53:44,pop-os
Measurement,24,,,agent.ping.roundtriptime,2022-01-23T20:53:42,pop-os
Counter,15754,,,agent.ping.count,2022-01-23T20:53:42,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:53:40,pop-os
Counter,15753,,,agent.ping.count,2022-01-23T20:53:40,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:53:38,pop-os
Counter,15752,,,agent.ping.count,2022-01-23T20:53:38,pop-os
Counter,15751,,,agent.ping.count,2022-01-23T20:53:36,pop-os
Measurement,72,,,agent.ping.roundtriptime,2022-01-23T20:53:36,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:53:34,pop-os
Counter,15750,,,agent.ping.count,2022-01-23T20:53:34,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:53:32,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:53:32,agent.ping.average.failure,2022-01-23T20:53:32,pop-os
Counter,15749,,,agent.ping.count,2022-01-23T20:53:32,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:53:30,pop-os
Counter,15748,,,agent.ping.count,2022-01-23T20:53:30,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:53:28,pop-os
Counter,15747,,,agent.ping.count,2022-01-23T20:53:28,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:53:26,pop-os
Counter,15746,,,agent.ping.count,2022-01-23T20:53:26,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:53:24,pop-os
Counter,15745,,,agent.ping.count,2022-01-23T20:53:24,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:53:22,pop-os
Counter,15744,,,agent.ping.count,2022-01-23T20:53:22,pop-os
Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:53:20,pop-os
Counter,15743,,,agent.ping.count,2022-01-23T20:53:20,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:53:18,pop-os
Counter,15742,,,agent.ping.count,2022-01-23T20:53:18,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:53:16,pop-os
Counter,15741,,,agent.ping.count,2022-01-23T20:53:16,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:53:14,pop-os
Counter,15740,,,agent.ping.count,2022-01-23T20:53:14,pop-os
Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:53:12,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:53:12,agent.ping.average.failure,2022-01-23T20:53:12,pop-os
Counter,15739,,,agent.ping.count,2022-01-23T20:53:12,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:53:10,pop-os
Counter,15738,,,agent.ping.count,2022-01-23T20:53:10,pop-os
Counter,15737,,,agent.ping.count,2022-01-23T20:53:08,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:53:07,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:53:05,pop-os
Counter,15736,,,agent.ping.count,2022-01-23T20:53:05,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:53:03,pop-os
Counter,15735,,,agent.ping.count,2022-01-23T20:53:03,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:53:01,pop-os
Counter,15734,,,agent.ping.count,2022-01-23T20:53:01,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:52:59,pop-os
Counter,15733,,,agent.ping.count,2022-01-23T20:52:59,pop-os
Counter,15732,,,agent.ping.count,2022-01-23T20:52:57,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:52:57,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:52:55,pop-os
Counter,15731,,,agent.ping.count,2022-01-23T20:52:55,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:52:53,pop-os
Counter,15730,,,agent.ping.count,2022-01-23T20:52:53,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:52:51,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:52:51,agent.ping.average.failure,2022-01-23T20:52:51,pop-os
Counter,15729,,,agent.ping.count,2022-01-23T20:52:51,pop-os
Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:52:49,pop-os
Counter,15728,,,agent.ping.count,2022-01-23T20:52:49,pop-os
Measurement,24,,,agent.ping.roundtriptime,2022-01-23T20:52:47,pop-os
Counter,15727,,,agent.ping.count,2022-01-23T20:52:47,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:52:45,pop-os
Counter,15726,,,agent.ping.count,2022-01-23T20:52:45,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:52:43,pop-os
Counter,15725,,,agent.ping.count,2022-01-23T20:52:43,pop-os
Measurement,40,,,agent.ping.roundtriptime,2022-01-23T20:52:41,pop-os
Counter,15724,,,agent.ping.count,2022-01-23T20:52:41,pop-os
Measurement,27,,,agent.ping.roundtriptime,2022-01-23T20:52:39,pop-os
Counter,15723,,,agent.ping.count,2022-01-23T20:52:39,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:52:37,pop-os
Counter,15722,,,agent.ping.count,2022-01-23T20:52:37,pop-os
Measurement,34,,,agent.ping.roundtriptime,2022-01-23T20:52:35,pop-os
Counter,15721,,,agent.ping.count,2022-01-23T20:52:35,pop-os
Measurement,30,,,agent.ping.roundtriptime,2022-01-23T20:52:33,pop-os
Counter,15720,,,agent.ping.count,2022-01-23T20:52:33,pop-os
Measurement,56,,,agent.ping.roundtriptime,2022-01-23T20:52:31,pop-os
Measurement,1,2022-01-23T20:43:39,2022-01-23T20:52:31,agent.ping.average.failure,2022-01-23T20:52:31,pop-os
Counter,15719,,,agent.ping.count,2022-01-23T20:52:31,pop-os
Counter,15718,,,agent.ping.count,2022-01-23T20:52:29,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:52:28,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:52:26,pop-os
Counter,15717,,,agent.ping.count,2022-01-23T20:52:26,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:52:24,pop-os
Counter,15716,,,agent.ping.count,2022-01-23T20:52:24,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:52:22,pop-os
Counter,15715,,,agent.ping.count,2022-01-23T20:52:22,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:52:20,pop-os
Counter,15714,,,agent.ping.count,2022-01-23T20:52:20,pop-os
Counter,15713,,,agent.ping.count,2022-01-23T20:52:18,pop-os
Counter,15712,,,agent.ping.count,2022-01-23T20:52:16,pop-os
Counter,15711,,,agent.ping.count,2022-01-23T20:52:14,pop-os
Counter,15710,,,agent.ping.count,2022-01-23T20:52:12,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:52:10,agent.ping.average.failure,2022-01-23T20:52:10,pop-os
Counter,15709,,,agent.ping.count,2022-01-23T20:52:10,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:52:08,pop-os
Counter,15708,,,agent.ping.count,2022-01-23T20:52:08,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:52:06,pop-os
Counter,15707,,,agent.ping.count,2022-01-23T20:52:06,pop-os
Counter,15706,,,agent.ping.count,2022-01-23T20:52:04,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:52:03,pop-os
Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:52:01,pop-os
Counter,15705,,,agent.ping.count,2022-01-23T20:52:01,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:51:59,pop-os
Counter,15704,,,agent.ping.count,2022-01-23T20:51:59,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:51:57,pop-os
Counter,15703,,,agent.ping.count,2022-01-23T20:51:57,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:51:55,pop-os
Counter,15702,,,agent.ping.count,2022-01-23T20:51:55,pop-os
Counter,15701,,,agent.ping.count,2022-01-23T20:51:53,pop-os
Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:51:53,pop-os
Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:51:51,pop-os
Counter,15700,,,agent.ping.count,2022-01-23T20:51:51,pop-os
Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:51:49,pop-os
Measurement,0,2022-01-23T20:43:39,2022-01-23T20:51:49,agent.ping.average.failure,2022-01-23T20:51:49,pop-os
Counter,15699,,,agent.ping.count,2022-01-23T20:51:49,pop-os
Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:51:47,pop-os
Counter,15698,,,agent.ping.count,2022-01-23T20:51:47,pop-os
Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:51:45,pop-os
Counter,15697,,,agent.ping.count,2022-01-23T20:51:45,pop-os
Measurement,35,,,agent.ping.roundtriptime,2022-01-23T20:51:43,pop-os
Counter,15696,,,agent.ping.count,2022-01-23T20:51:43,pop-os
Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:51:41,pop-os
Counter,15695,,,agent.ping.count,2022-01-23T20:51:41,pop-os
Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:51:39,pop-os
